"scenario","type","reference","D","K","freq_covered","pct_covered"
"100-9","pos","sins",12,3,800000,100
"100-9","pos","sins",12,4,800000,100
"100-9","pos","sins",12,5,800000,100
"100-9","pos","sins",12,6,800000,100
"100-9","pos","sins",12,7,800000,100
"100-9","pos","sins",13,1,800000,100
"100-9","pos","sins",13,2,800000,100
"100-9","pos","sins",13,3,800000,100
"100-9","pos","sins",13,4,800000,100
"100-9","pos","sins",13,5,800000,100
"100-9","pos","sins",13,6,800000,100
"100-9","pos","sins",13,7,800000,100
"100-9","pos","sins",14,1,800000,100
"100-9","pos","sins",14,2,800000,100
"100-9","pos","sins",14,3,800000,100
"100-9","pos","sins",14,4,800000,100
"100-9","pos","sins",14,5,800000,100
"100-9","pos","sins",14,6,800000,100
"100-9","pos","sins",14,7,800000,100
"100-9","pos","sins",15,1,800000,100
"100-9","pos","sins",15,2,800000,100
"100-9","pos","sins",15,3,800000,100
"100-9","pos","sins",15,4,800000,100
"100-9","pos","sins",15,5,800000,100
"100-9","pos","sins",15,6,800000,100
"100-9","pos","sins",15,7,800000,100
"100-9","pos","sins",16,1,800000,100
"100-9","pos","sins",16,2,800000,100
"100-9","pos","sins",16,3,800000,100
"100-9","pos","sins",16,4,800000,100
"100-9","pos","sins",16,5,800000,100
"100-9","pos","sins",16,6,800000,100
"100-9","pos","sins",16,7,800000,100
"100-9","pos","sins",17,1,800000,100
"100-9","pos","sins",17,2,800000,100
"100-9","pos","sins",17,3,800000,100
"100-9","pos","sins",17,4,800000,100
"100-9","pos","sins",17,5,800000,100
"100-9","pos","sins",17,6,800000,100
"100-9","pos","sins",17,7,800000,100
"100-9","pos","sins",18,1,800000,100
"100-9","pos","sins",18,2,800000,100
"100-9","pos","sins",18,3,800000,100
"100-9","pos","sins",18,4,800000,100
"100-9","pos","sins",18,5,800000,100
"100-9","pos","sins",18,6,800000,100
"100-9","pos","sins",18,7,800000,100
"100-9","pos","sins",19,1,800000,100
"100-9","pos","sins",19,2,800000,100
"100-9","pos","sins",19,3,800000,100
"100-9","pos","sins",19,4,800000,100
"100-9","pos","sins",19,5,800000,100
"100-9","pos","sins",19,6,800000,100
"100-9","pos","sins",19,7,800000,100
"100-9","pos","sins",20,1,800000,100
"100-9","pos","sins",20,2,800000,100
"100-9","pos","sins",20,3,800000,100
"100-9","pos","sins",20,4,800000,100
"100-9","pos","sins",20,5,800000,100
"100-9","pos","sins",20,6,800000,100
"100-9","pos","sins",20,7,800000,100
"100-9","ext","experts",0,1,245367,30.670875
"100-9","ext","experts",0,2,245367,30.670875
"100-9","ext","experts",0,3,245367,30.670875
"100-9","ext","experts",0,4,245367,30.670875
"100-9","ext","experts",0,5,245367,30.670875
"100-9","ext","experts",0,6,245367,30.670875
"100-9","ext","experts",0,7,245367,30.670875
"100-9","ext","experts",0,8,245367,30.670875
"100-9","ext","experts",1,1,342622,42.82775
"100-9","ext","experts",1,2,342622,42.82775
"100-9","ext","experts",1,3,342622,42.82775
"100-9","ext","experts",1,4,342622,42.82775
"100-9","ext","experts",1,5,342622,42.82775
"100-9","ext","experts",1,6,342622,42.82775
"100-9","ext","experts",1,7,342622,42.82775
"100-9","ext","experts",1,8,342622,42.82775
"100-9","ext","experts",2,1,463127,57.890875
"100-9","ext","experts",2,2,463127,57.890875
"100-9","ext","experts",2,3,463127,57.890875
"100-9","ext","experts",2,4,463127,57.890875
"100-9","ext","experts",2,5,463127,57.890875
"100-9","ext","experts",2,6,463127,57.890875
"100-9","ext","experts",2,7,463127,57.890875
"100-9","ext","experts",2,8,463127,57.890875
"100-9","ext","experts",3,1,582508,72.8135
"100-9","ext","experts",3,2,582508,72.8135
"100-9","ext","experts",3,3,582508,72.8135
"100-9","ext","experts",3,4,582508,72.8135
"100-9","ext","experts",3,5,582508,72.8135
"100-9","ext","experts",3,6,582508,72.8135
"100-9","ext","experts",3,7,582508,72.8135
"100-9","ext","experts",3,8,582508,72.8135
"100-9","ext","experts",4,1,679889,84.986125
"100-9","ext","experts",4,2,679889,84.986125
"100-9","ext","experts",4,3,679889,84.986125
"100-9","ext","experts",4,4,679889,84.986125
"100-9","ext","experts",4,5,679889,84.986125
"100-9","ext","experts",4,6,679889,84.986125
"100-9","ext","experts",4,7,679889,84.986125
"100-9","ext","experts",4,8,679889,84.986125
"100-9","ext","experts",5,1,710461,88.807625
"100-9","ext","experts",5,2,710461,88.807625
"100-9","ext","experts",5,3,710461,88.807625
"100-9","ext","experts",5,4,710461,88.807625
"100-9","ext","experts",5,5,710461,88.807625
"100-9","ext","experts",5,6,710461,88.807625
"100-9","ext","experts",5,7,710461,88.807625
"100-9","ext","experts",5,8,710461,88.807625
"100-9","ext","experts",6,1,718670,89.83375
"100-9","ext","experts",6,2,718670,89.83375
"100-9","ext","experts",6,3,718670,89.83375
"100-9","ext","experts",6,4,718670,89.83375
"100-9","ext","experts",6,5,718670,89.83375
"100-9","ext","experts",6,6,718670,89.83375
"100-9","ext","experts",6,7,718670,89.83375
"100-9","ext","experts",6,8,718670,89.83375
"100-9","ext","experts",7,1,730594,91.32425
"100-9","ext","experts",7,2,730594,91.32425
"100-9","ext","experts",7,3,730594,91.32425
"100-9","ext","experts",7,4,730594,91.32425
"100-9","ext","experts",7,5,730594,91.32425
"100-9","ext","experts",7,6,730594,91.32425
"100-9","ext","experts",7,7,730594,91.32425
"100-9","ext","experts",7,8,730594,91.32425
"100-9","ext","experts",8,1,760650,95.08125
"100-9","ext","experts",8,2,760650,95.08125
"100-9","ext","experts",8,3,760650,95.08125
"100-9","ext","experts",8,4,760650,95.08125
"100-9","ext","experts",8,5,760650,95.08125
"100-9","ext","experts",8,6,760650,95.08125
"100-9","ext","experts",8,7,760650,95.08125
"100-9","ext","experts",8,8,760650,95.08125
"100-9","ext","experts",9,1,800000,100
"100-9","ext","experts",9,2,800000,100
"100-9","ext","experts",9,3,800000,100
"100-9","ext","experts",9,4,800000,100
"100-9","ext","experts",9,5,800000,100
"100-9","ext","experts",9,6,800000,100
"100-9","ext","experts",9,7,800000,100
"100-9","ext","experts",9,8,800000,100
"100-9","ext","experts",10,1,800000,100
"100-9","ext","experts",10,2,800000,100
"100-9","ext","experts",10,3,800000,100
"100-9","ext","experts",10,4,800000,100
"100-9","ext","experts",10,5,800000,100
"100-9","ext","experts",10,6,800000,100
"100-9","ext","experts",10,7,800000,100
"100-9","ext","experts",10,8,800000,100
"100-9","ext","experts",11,1,800000,100
"100-9","ext","experts",11,2,800000,100
"100-9","ext","experts",11,3,800000,100
"100-9","ext","experts",11,4,800000,100
"100-9","ext","experts",11,5,800000,100
"100-9","ext","experts",11,6,800000,100
"100-9","ext","experts",11,7,800000,100
"100-9","ext","experts",11,8,800000,100
"100-9","ext","experts",12,1,800000,100
"100-9","ext","experts",12,2,800000,100
"100-9","ext","experts",12,3,800000,100
"100-9","ext","experts",12,4,800000,100
"100-9","ext","experts",12,5,800000,100
"100-9","ext","experts",12,6,800000,100
"100-9","ext","experts",12,7,800000,100
"100-9","ext","experts",12,8,800000,100
"100-9","ext","experts",13,1,800000,100
"100-9","ext","experts",13,2,800000,100
"100-9","ext","experts",13,3,800000,100
"100-9","ext","experts",13,4,800000,100
"100-9","ext","experts",13,5,800000,100
"100-9","ext","experts",13,6,800000,100
"100-9","ext","experts",13,7,800000,100
"100-9","ext","experts",13,8,800000,100
"100-9","ext","experts",14,1,800000,100
"100-9","ext","experts",14,2,800000,100
"100-9","ext","experts",14,3,800000,100
"100-9","ext","experts",14,4,800000,100
"100-9","ext","experts",14,5,800000,100
"100-9","ext","experts",14,6,800000,100
"100-9","ext","experts",14,7,800000,100
"100-9","ext","experts",14,8,800000,100
"100-9","ext","experts",15,1,800000,100
"100-9","ext","experts",15,2,800000,100
"100-9","ext","experts",15,3,800000,100
"100-9","ext","experts",15,4,800000,100
"100-9","ext","experts",15,5,800000,100
"100-9","ext","experts",15,6,800000,100
"100-9","ext","experts",15,7,800000,100
"100-9","ext","experts",15,8,800000,100
"100-9","ext","experts",16,1,800000,100
"100-9","ext","experts",16,2,800000,100
"100-9","ext","experts",16,3,800000,100
"100-9","ext","experts",16,4,800000,100
"100-9","ext","experts",16,5,800000,100
"100-9","ext","experts",16,6,800000,100
"100-9","ext","experts",16,7,800000,100
"100-9","ext","experts",16,8,800000,100
"100-9","ext","experts",17,1,800000,100
"100-9","ext","experts",17,2,800000,100
"100-9","ext","experts",17,3,800000,100
"100-9","ext","experts",17,4,800000,100
"100-9","ext","experts",17,5,800000,100
"100-9","ext","experts",17,6,800000,100
"100-9","ext","experts",17,7,800000,100
"100-9","ext","experts",17,8,800000,100
"100-9","ext","experts",18,1,800000,100
"100-9","ext","experts",18,2,800000,100
"100-9","ext","experts",18,3,800000,100
"100-9","ext","experts",18,4,800000,100
"100-9","ext","experts",18,5,800000,100
"100-9","ext","experts",18,6,800000,100
"100-9","ext","experts",18,7,800000,100
"100-9","ext","experts",18,8,800000,100
"100-9","ext","experts",19,1,800000,100
"100-9","ext","experts",19,2,800000,100
"100-9","ext","experts",19,3,800000,100
"100-9","ext","experts",19,4,800000,100
"100-9","ext","experts",19,5,800000,100
"100-9","ext","experts",19,6,800000,100
"100-9","ext","experts",19,7,800000,100
"100-9","ext","experts",19,8,800000,100
"100-9","ext","experts",20,1,800000,100
"100-9","ext","experts",20,2,800000,100
"100-9","ext","experts",20,3,800000,100
"100-9","ext","experts",20,4,800000,100
"100-9","ext","experts",20,5,800000,100
"100-9","ext","experts",20,6,800000,100
"100-9","ext","experts",20,7,800000,100
"100-9","ext","experts",20,8,800000,100
"100-9","ext","kmeans",0,1,245367,30.670875
"100-9","ext","kmeans",0,2,245367,30.670875
"100-9","ext","kmeans",0,3,245367,30.670875
"100-9","ext","kmeans",0,4,245367,30.670875
"100-9","ext","kmeans",0,5,245367,30.670875
"100-9","ext","kmeans",0,6,245367,30.670875
"100-9","ext","kmeans",0,7,245367,30.670875
"100-9","ext","kmeans",0,8,245367,30.670875
"100-9","ext","kmeans",0,9,245367,30.670875
"100-9","ext","kmeans",1,1,342622,42.82775
"100-9","ext","kmeans",1,2,342622,42.82775
"100-9","ext","kmeans",1,3,342622,42.82775
"100-9","ext","kmeans",1,4,342622,42.82775
"100-9","ext","kmeans",1,5,342622,42.82775
"100-9","ext","kmeans",1,6,342622,42.82775
"100-9","ext","kmeans",1,7,342622,42.82775
"100-9","ext","kmeans",1,8,342622,42.82775
"100-9","ext","kmeans",1,9,342622,42.82775
"100-9","ext","kmeans",2,1,463127,57.890875
"100-9","ext","kmeans",2,2,463127,57.890875
"100-9","ext","kmeans",2,3,463127,57.890875
"100-9","ext","kmeans",2,4,463127,57.890875
"100-9","ext","kmeans",2,5,463127,57.890875
"100-9","ext","kmeans",2,6,463127,57.890875
"100-9","ext","kmeans",2,7,463127,57.890875
"100-9","ext","kmeans",2,8,463127,57.890875
"100-9","ext","kmeans",2,9,463127,57.890875
"100-9","ext","kmeans",3,1,582508,72.8135
"100-9","ext","kmeans",3,2,582508,72.8135
"100-9","ext","kmeans",3,3,582508,72.8135
"100-9","ext","kmeans",3,4,582508,72.8135
"100-9","ext","kmeans",3,5,582508,72.8135
"100-9","ext","kmeans",3,6,582508,72.8135
"100-9","ext","kmeans",3,7,582508,72.8135
"100-9","ext","kmeans",3,8,582508,72.8135
"100-9","ext","kmeans",3,9,582508,72.8135
"100-9","ext","kmeans",4,1,679889,84.986125
"100-9","ext","kmeans",4,2,679889,84.986125
"100-9","ext","kmeans",4,3,679889,84.986125
"100-9","ext","kmeans",4,4,679889,84.986125
"100-9","ext","kmeans",4,5,679889,84.986125
"100-9","ext","kmeans",4,6,679889,84.986125
"100-9","ext","kmeans",4,7,679889,84.986125
"100-9","ext","kmeans",4,8,679889,84.986125
"100-9","ext","kmeans",4,9,679889,84.986125
"100-9","ext","kmeans",5,1,710461,88.807625
"100-9","ext","kmeans",5,2,710461,88.807625
"100-9","ext","kmeans",5,3,710461,88.807625
"100-9","ext","kmeans",5,4,710461,88.807625
"100-9","ext","kmeans",5,5,710461,88.807625
"100-9","ext","kmeans",5,6,710461,88.807625
"100-9","ext","kmeans",5,7,710461,88.807625
"100-9","ext","kmeans",5,8,710461,88.807625
"100-9","ext","kmeans",5,9,710461,88.807625
"100-9","ext","kmeans",6,1,718670,89.83375
"100-9","ext","kmeans",6,2,718670,89.83375
"100-9","ext","kmeans",6,3,718670,89.83375
"100-9","ext","kmeans",6,4,718670,89.83375
"100-9","ext","kmeans",6,5,718670,89.83375
"100-9","ext","kmeans",6,6,718670,89.83375
"100-9","ext","kmeans",6,7,718670,89.83375
"100-9","ext","kmeans",6,8,718670,89.83375
"100-9","ext","kmeans",6,9,718670,89.83375
"100-9","ext","kmeans",7,1,730594,91.32425
"100-9","ext","kmeans",7,2,730594,91.32425
"100-9","ext","kmeans",7,3,730594,91.32425
"100-9","ext","kmeans",7,4,730594,91.32425
"100-9","ext","kmeans",7,5,730594,91.32425
"100-9","ext","kmeans",7,6,730594,91.32425
"100-9","ext","kmeans",7,7,730594,91.32425
"100-9","ext","kmeans",7,8,730594,91.32425
"100-9","ext","kmeans",7,9,730594,91.32425
"100-9","ext","kmeans",8,1,760650,95.08125
"100-9","ext","kmeans",8,2,760650,95.08125
"100-9","ext","kmeans",8,3,760650,95.08125
"100-9","ext","kmeans",8,4,760650,95.08125
"100-9","ext","kmeans",8,5,760650,95.08125
"100-9","ext","kmeans",8,6,760650,95.08125
"100-9","ext","kmeans",8,7,760650,95.08125
"100-9","ext","kmeans",8,8,760650,95.08125
"100-9","ext","kmeans",8,9,760650,95.08125
"100-9","ext","kmeans",9,1,800000,100
"100-9","ext","kmeans",9,2,800000,100
"100-9","ext","kmeans",9,3,800000,100
"100-9","ext","kmeans",9,4,800000,100
"100-9","ext","kmeans",9,5,800000,100
"100-9","ext","kmeans",9,6,800000,100
"100-9","ext","kmeans",9,7,800000,100
"100-9","ext","kmeans",9,8,800000,100
"100-9","ext","kmeans",9,9,800000,100
"100-9","ext","kmeans",10,1,800000,100
"100-9","ext","kmeans",10,2,800000,100
"100-9","ext","kmeans",10,3,800000,100
"100-9","ext","kmeans",10,4,800000,100
"100-9","ext","kmeans",10,5,800000,100
"100-9","ext","kmeans",10,6,800000,100
"100-9","ext","kmeans",10,7,800000,100
"100-9","ext","kmeans",10,8,800000,100
"100-9","ext","kmeans",10,9,800000,100
"100-9","ext","kmeans",11,1,800000,100
"100-9","ext","kmeans",11,2,800000,100
"100-9","ext","kmeans",11,3,800000,100
"100-9","ext","kmeans",11,4,800000,100
"100-9","ext","kmeans",11,5,800000,100
"100-9","ext","kmeans",11,6,800000,100
"100-9","ext","kmeans",11,7,800000,100
"100-9","ext","kmeans",11,8,800000,100
"100-9","ext","kmeans",11,9,800000,100
"100-9","ext","kmeans",12,1,800000,100
"100-9","ext","kmeans",12,2,800000,100
"100-9","ext","kmeans",12,3,800000,100
"100-9","ext","kmeans",12,4,800000,100
"100-9","ext","kmeans",12,5,800000,100
"100-9","ext","kmeans",12,6,800000,100
"100-9","ext","kmeans",12,7,800000,100
"100-9","ext","kmeans",12,8,800000,100
"100-9","ext","kmeans",12,9,800000,100
"100-9","ext","kmeans",13,1,800000,100
"100-9","ext","kmeans",13,2,800000,100
"100-9","ext","kmeans",13,3,800000,100
"100-9","ext","kmeans",13,4,800000,100
"100-9","ext","kmeans",13,5,800000,100
"100-9","ext","kmeans",13,6,800000,100
"100-9","ext","kmeans",13,7,800000,100
"100-9","ext","kmeans",13,8,800000,100
"100-9","ext","kmeans",13,9,800000,100
"100-9","ext","kmeans",14,1,800000,100
"100-9","ext","kmeans",14,2,800000,100
"100-9","ext","kmeans",14,3,800000,100
"100-9","ext","kmeans",14,4,800000,100
"100-9","ext","kmeans",14,5,800000,100
"100-9","ext","kmeans",14,6,800000,100
"100-9","ext","kmeans",14,7,800000,100
"100-9","ext","kmeans",14,8,800000,100
"100-9","ext","kmeans",14,9,800000,100
"100-9","ext","kmeans",15,1,800000,100
"100-9","ext","kmeans",15,2,800000,100
"100-9","ext","kmeans",15,3,800000,100
"100-9","ext","kmeans",15,4,800000,100
"100-9","ext","kmeans",15,5,800000,100
"100-9","ext","kmeans",15,6,800000,100
"100-9","ext","kmeans",15,7,800000,100
"100-9","ext","kmeans",15,8,800000,100
"100-9","ext","kmeans",15,9,800000,100
"100-9","ext","kmeans",16,1,800000,100
"100-9","ext","kmeans",16,2,800000,100
"100-9","ext","kmeans",16,3,800000,100
"100-9","ext","kmeans",16,4,800000,100
"100-9","ext","kmeans",16,5,800000,100
"100-9","ext","kmeans",16,6,800000,100
"100-9","ext","kmeans",16,7,800000,100
"100-9","ext","kmeans",16,8,800000,100
"100-9","ext","kmeans",16,9,800000,100
"100-9","ext","kmeans",17,1,800000,100
"100-9","ext","kmeans",17,2,800000,100
"100-9","ext","kmeans",17,3,800000,100
"100-9","ext","kmeans",17,4,800000,100
"100-9","ext","kmeans",17,5,800000,100
"100-9","ext","kmeans",17,6,800000,100
"100-9","ext","kmeans",17,7,800000,100
"100-9","ext","kmeans",17,8,800000,100
"100-9","ext","kmeans",17,9,800000,100
"100-9","ext","kmeans",18,1,800000,100
"100-9","ext","kmeans",18,2,800000,100
"100-9","ext","kmeans",18,3,800000,100
"100-9","ext","kmeans",18,4,800000,100
"100-9","ext","kmeans",18,5,800000,100
"100-9","ext","kmeans",18,6,800000,100
"100-9","ext","kmeans",18,7,800000,100
"100-9","ext","kmeans",18,8,800000,100
"100-9","ext","kmeans",18,9,800000,100
"100-9","ext","kmeans",19,1,800000,100
"100-9","ext","kmeans",19,2,800000,100
"100-9","ext","kmeans",19,3,800000,100
"100-9","ext","kmeans",19,4,800000,100
"100-9","ext","kmeans",19,5,800000,100
"100-9","ext","kmeans",19,6,800000,100
"100-9","ext","kmeans",19,7,800000,100
"100-9","ext","kmeans",19,8,800000,100
"100-9","ext","kmeans",19,9,800000,100
"100-9","ext","kmeans",20,1,800000,100
"100-9","ext","kmeans",20,2,800000,100
"100-9","ext","kmeans",20,3,800000,100
"100-9","ext","kmeans",20,4,800000,100
"100-9","ext","kmeans",20,5,800000,100
"100-9","ext","kmeans",20,6,800000,100
"100-9","ext","kmeans",20,7,800000,100
"100-9","ext","kmeans",20,8,800000,100
"100-9","ext","kmeans",20,9,800000,100
"100-9","ext","sins",0,1,245367,30.670875
"100-9","ext","sins",0,2,245367,30.670875
"100-9","ext","sins",0,3,245367,30.670875
"100-9","ext","sins",0,4,245367,30.670875
"100-9","ext","sins",0,5,245367,30.670875
"100-9","ext","sins",0,6,245367,30.670875
"100-9","ext","sins",0,7,245367,30.670875
"100-9","ext","sins",1,1,342622,42.82775
"100-9","ext","sins",1,2,342622,42.82775
"100-9","ext","sins",1,3,342622,42.82775
"100-9","ext","sins",1,4,342622,42.82775
"100-9","ext","sins",1,5,342622,42.82775
"100-9","ext","sins",1,6,342622,42.82775
"100-9","ext","sins",1,7,342622,42.82775
"100-9","ext","sins",2,1,463127,57.890875
"100-9","ext","sins",2,2,463127,57.890875
"100-9","ext","sins",2,3,463127,57.890875
"100-9","ext","sins",2,4,463127,57.890875
"100-9","ext","sins",2,5,463127,57.890875
"100-9","ext","sins",2,6,463127,57.890875
"100-9","ext","sins",2,7,463127,57.890875
"100-9","ext","sins",3,1,582508,72.8135
"100-9","ext","sins",3,2,582508,72.8135
"100-9","ext","sins",3,3,582508,72.8135
"100-9","ext","sins",3,4,582508,72.8135
"100-9","ext","sins",3,5,582508,72.8135
"100-9","ext","sins",3,6,582508,72.8135
"100-9","ext","sins",3,7,582508,72.8135
"100-9","ext","sins",4,1,679889,84.986125
"100-9","ext","sins",4,2,679889,84.986125
"100-9","ext","sins",4,3,679889,84.986125
"100-9","ext","sins",4,4,679889,84.986125
"100-9","ext","sins",4,5,679889,84.986125
"100-9","ext","sins",4,6,679889,84.986125
"100-9","ext","sins",4,7,679889,84.986125
"100-9","ext","sins",5,1,710461,88.807625
"100-9","ext","sins",5,2,710461,88.807625
"100-9","ext","sins",5,3,710461,88.807625
"100-9","ext","sins",5,4,710461,88.807625
"100-9","ext","sins",5,5,710461,88.807625
"100-9","ext","sins",5,6,710461,88.807625
"100-9","ext","sins",5,7,710461,88.807625
"100-9","ext","sins",6,1,718670,89.83375
"100-9","ext","sins",6,2,718670,89.83375
"100-9","ext","sins",6,3,718670,89.83375
"100-9","ext","sins",6,4,718670,89.83375
"100-9","ext","sins",6,5,718670,89.83375
"100-9","ext","sins",6,6,718670,89.83375
"100-9","ext","sins",6,7,718670,89.83375
"100-9","ext","sins",7,1,730594,91.32425
"100-9","ext","sins",7,2,730594,91.32425
"100-9","ext","sins",7,3,730594,91.32425
"100-9","ext","sins",7,4,730594,91.32425
"100-9","ext","sins",7,5,730594,91.32425
"100-9","ext","sins",7,6,730594,91.32425
"100-9","ext","sins",7,7,730594,91.32425
"100-9","ext","sins",8,1,760650,95.08125
"100-9","ext","sins",8,2,760650,95.08125
"100-9","ext","sins",8,3,760650,95.08125
"100-9","ext","sins",8,4,760650,95.08125
"100-9","ext","sins",8,5,760650,95.08125
"100-9","ext","sins",8,6,760650,95.08125
"100-9","ext","sins",8,7,760650,95.08125
"100-9","ext","sins",9,1,800000,100
"100-9","ext","sins",9,2,800000,100
"100-9","ext","sins",9,3,800000,100
"100-9","ext","sins",9,4,800000,100
"100-9","ext","sins",9,5,800000,100
"100-9","ext","sins",9,6,800000,100
"100-9","ext","sins",9,7,800000,100
"100-9","ext","sins",10,1,800000,100
"100-9","ext","sins",10,2,800000,100
"100-9","ext","sins",10,3,800000,100
"100-9","ext","sins",10,4,800000,100
"100-9","ext","sins",10,5,800000,100
"100-9","ext","sins",10,6,800000,100
"100-9","ext","sins",10,7,800000,100
"100-9","ext","sins",11,1,800000,100
"100-9","ext","sins",11,2,800000,100
"100-9","ext","sins",11,3,800000,100
"100-9","ext","sins",11,4,800000,100
"100-9","ext","sins",11,5,800000,100
"100-9","ext","sins",11,6,800000,100
"100-9","ext","sins",11,7,800000,100
"100-9","ext","sins",12,1,800000,100
"100-9","ext","sins",12,2,800000,100
"100-9","ext","sins",12,3,800000,100
"100-9","ext","sins",12,4,800000,100
"100-9","ext","sins",12,5,800000,100
"100-9","ext","sins",12,6,800000,100
"100-9","ext","sins",12,7,800000,100
"100-9","ext","sins",13,1,800000,100
"100-9","ext","sins",13,2,800000,100
"100-9","ext","sins",13,3,800000,100
"100-9","ext","sins",13,4,800000,100
"100-9","ext","sins",13,5,800000,100
"100-9","ext","sins",13,6,800000,100
"100-9","ext","sins",13,7,800000,100
"100-9","ext","sins",14,1,800000,100
"100-9","ext","sins",14,2,800000,100
"100-9","ext","sins",14,3,800000,100
"100-9","ext","sins",14,4,800000,100
"100-9","ext","sins",14,5,800000,100
"100-9","ext","sins",14,6,800000,100
"100-9","ext","sins",14,7,800000,100
"100-9","ext","sins",15,1,800000,100
"100-9","ext","sins",15,2,800000,100
"100-9","ext","sins",15,3,800000,100
"100-9","ext","sins",15,4,800000,100
"100-9","ext","sins",15,5,800000,100
"100-9","ext","sins",15,6,800000,100
"100-9","ext","sins",15,7,800000,100
"100-9","ext","sins",16,1,800000,100
"100-9","ext","sins",16,2,800000,100
"100-9","ext","sins",16,3,800000,100
"100-9","ext","sins",16,4,800000,100
"100-9","ext","sins",16,5,800000,100
"100-9","ext","sins",16,6,800000,100
"100-9","ext","sins",16,7,800000,100
"100-9","ext","sins",17,1,800000,100
"100-9","ext","sins",17,2,800000,100
"100-9","ext","sins",17,3,800000,100
"100-9","ext","sins",17,4,800000,100
"100-9","ext","sins",17,5,800000,100
"100-9","ext","sins",17,6,800000,100
"100-9","ext","sins",17,7,800000,100
"100-9","ext","sins",18,1,800000,100
"100-9","ext","sins",18,2,800000,100
"100-9","ext","sins",18,3,800000,100
"100-9","ext","sins",18,4,800000,100
"100-9","ext","sins",18,5,800000,100
"100-9","ext","sins",18,6,800000,100
"100-9","ext","sins",18,7,800000,100
"100-9","ext","sins",19,1,800000,100
"100-9","ext","sins",19,2,800000,100
"100-9","ext","sins",19,3,800000,100
"100-9","ext","sins",19,4,800000,100
"100-9","ext","sins",19,5,800000,100
"100-9","ext","sins",19,6,800000,100
"100-9","ext","sins",19,7,800000,100
"100-9","ext","sins",20,1,800000,100
"100-9","ext","sins",20,2,800000,100
"100-9","ext","sins",20,3,800000,100
"100-9","ext","sins",20,4,800000,100
"100-9","ext","sins",20,5,800000,100
"100-9","ext","sins",20,6,800000,100
"100-9","ext","sins",20,7,800000,100
"10-9","pos","experts",0,1,74,0.00925
"10-9","pos","experts",0,2,74,0.00925
"10-9","pos","experts",0,3,74,0.00925
"10-9","pos","experts",0,4,74,0.00925
"10-9","pos","experts",0,5,74,0.00925
"10-9","pos","experts",0,6,74,0.00925
"10-9","pos","experts",0,7,74,0.00925
"10-9","pos","experts",0,8,74,0.00925
"10-9","pos","experts",1,1,404,0.0505
"10-9","pos","experts",1,2,404,0.0505
"10-9","pos","experts",1,3,404,0.0505
"10-9","pos","experts",1,4,404,0.0505
"10-9","pos","experts",1,5,404,0.0505
"10-9","pos","experts",1,6,404,0.0505
"10-9","pos","experts",1,7,404,0.0505
"10-9","pos","experts",1,8,404,0.0505
"10-9","pos","experts",2,1,5088,0.636
"10-9","pos","experts",2,2,5088,0.636
"10-9","pos","experts",2,3,5088,0.636
"10-9","pos","experts",2,4,5088,0.636
"10-9","pos","experts",2,5,5088,0.636
"10-9","pos","experts",2,6,5088,0.636
"10-9","pos","experts",2,7,5088,0.636
"10-9","pos","experts",2,8,5088,0.636
"10-9","pos","experts",3,1,24547,3.068375
"10-9","pos","experts",3,2,24547,3.068375
"10-9","pos","experts",3,3,24547,3.068375
"10-9","pos","experts",3,4,24547,3.068375
"10-9","pos","experts",3,5,24547,3.068375
"10-9","pos","experts",3,6,24547,3.068375
"10-9","pos","experts",3,7,24547,3.068375
"10-9","pos","experts",3,8,24547,3.068375
"10-9","pos","experts",4,1,163495,20.436875
"10-9","pos","experts",4,2,163495,20.436875
"10-9","pos","experts",4,3,163495,20.436875
"10-9","pos","experts",4,4,163495,20.436875
"10-9","pos","experts",4,5,163495,20.436875
"10-9","pos","experts",4,6,163495,20.436875
"10-9","pos","experts",4,7,163495,20.436875
"10-9","pos","experts",4,8,163495,20.436875
"10-9","pos","experts",5,1,444873,55.609125
"10-9","pos","experts",5,2,444873,55.609125
"10-9","pos","experts",5,3,444873,55.609125
"10-9","pos","experts",5,4,444873,55.609125
"10-9","pos","experts",5,5,444873,55.609125
"10-9","pos","experts",5,6,444873,55.609125
"10-9","pos","experts",5,7,444873,55.609125
"10-9","pos","experts",5,8,444873,55.609125
"10-9","pos","experts",6,1,525520,65.69
"10-9","pos","experts",6,2,525520,65.69
"10-9","pos","experts",6,3,525520,65.69
"10-9","pos","experts",6,4,525520,65.69
"10-9","pos","experts",6,5,525520,65.69
"10-9","pos","experts",6,6,525520,65.69
"10-9","pos","experts",6,7,525520,65.69
"10-9","pos","experts",6,8,525520,65.69
"10-9","pos","experts",7,1,550492,68.8115
"10-9","pos","experts",7,2,550492,68.8115
"10-9","pos","experts",7,3,550492,68.8115
"10-9","pos","experts",7,4,550492,68.8115
"10-9","pos","experts",7,5,550492,68.8115
"10-9","pos","experts",7,6,550492,68.8115
"10-9","pos","experts",7,7,550492,68.8115
"10-9","pos","experts",7,8,550492,68.8115
"10-9","pos","experts",8,1,579821,72.477625
"10-9","pos","experts",8,2,579821,72.477625
"10-9","pos","experts",8,3,579821,72.477625
"10-9","pos","experts",8,4,579821,72.477625
"10-9","pos","experts",8,5,579821,72.477625
"10-9","pos","experts",8,6,579821,72.477625
"10-9","pos","experts",8,7,579821,72.477625
"10-9","pos","experts",8,8,579821,72.477625
"10-9","pos","experts",9,1,800000,100
